,Course Alias,Course Name,Difficulty,Instructor Access,Interest Score,Readings Value,Work Required
4053,GEOL-103,Natural Disturbances and Human Disasters,2.15,2.49,1.76,1.51,1.93
4054,GEOL-478,EVOL OF THE DINOSAURS,1.87,3.52,3.54,3.2,1.94
4055,GEOL-540,GEOTECTONICS,2.5,3.33,3.67,3.0,1.83
4056,GEOL-096,Field Approaches to Understanding the Earth & Environmental Science,1.99,3.59,2.82,2.48,2.01
4057,GEOL-500,ADVANCED EARTH SYSTEMS,2.15,3.29,3.72,2.5,1.47
4058,GEOL-506,ADVANCED STRATIGRAPHY,2.38,3.03,3.03,2.63,2.32
4059,GEOL-501,PLEISTOCENE GEOLOGY,2.38,3.63,3.63,2.6,2.13
4060,GEOL-390,Geological Excursions in the Mid-Atlantic Region,2.0,4.0,3.0,2.5,2.25
4061,GEOL-417,ADVANCED PETROLOGY LAB,3.04,3.7,3.58,3.17,2.49
4062,ENVS-399,Environmental Studies Research Seminar for Juniors,1.57,3.44,2.77,2.42,1.85
4063,GEOL-305,EARTH SURFACE PROCESSES,3.18,3.51,3.37,2.76,3.1
4064,GEOL-421,ELEM CYCLING IN GLOBAL: Elemental cycling in global earth systems,2.95,3.59,2.86,2.77,3.3
4065,GEOL-503,EARTH SYSTEMS & HAZARDS,2.57,3.26,3.46,2.84,2.4
4066,GEOL-529,GEOCHEM OF ATM AND OCEAN: Geochemistry of the Atmosphere and Oceans,3.0,3.6,3.8,3.0,3.0
4067,GEOL-542,ADV TOP EARTH SRFAC SCI: Numerical Techniques and Applications,3.04,3.19,3.38,3.26,3.04
4068,GEOL-545,Advanced Earth Surface Processes,3.18,3.51,3.37,2.76,3.1
4069,GEOL-508,GEOL AND GEOG OF ENERGY: The Geology and Geography of Energy Resources,2.04,3.08,3.24,2.79,1.89
4070,GEOL-527,APPLIED TECH IN PALEONTO: Applied Techniques in Paleontology,2.0,3.33,3.5,2.83,0.83
4071,GEOL-403,METEOROLOGY AND ATM SCI,2.34,3.52,3.57,2.89,1.72
4072,GEOL-422,Rates and Dates: Applications and Methods of Modern Geochronology,2.92,3.54,3.13,3.0,2.97
4073,GEOL-541,Elemental Cycling in Global Systems,2.95,3.59,2.86,2.77,3.3
4074,GLAW-064,AMERICAN LEGAL SYSTEM,2.79,2.75,2.75,2.63,2.37
4075,GMED-073,INFECTIOUS DISEASES,1.59,3.97,3.93,3.22,1.72
4076,GREK-016,ELEM MODERN GREEK II,2.25,3.15,3.14,3.21,1.7
4077,GREK-102,ELEM CLASSICAL GREEK II,3.37,3.62,3.41,3.61,3.05
4078,GREK-204,INTERMED GREEK: POETRY,2.77,3.51,3.65,3.7,2.55
4079,GREK-309,TOPICS: GREEK LITERATURE: GENDER IN 4TH C. PROSE,3.09,3.59,3.61,3.56,3.2
4080,GREK-430,GREEK PROSE COMPOSITION,3.25,3.48,3.28,2.93,3.02
4081,GREK-018,INTERMED MODERN GREEK II,2.67,3.73,3.7,3.77,1.83
4082,GREK-112,INTENSIVE ELEM GREEK,3.67,3.63,3.64,3.68,3.75
4083,GREK-017,INTERMED MODERN GREEK I,2.5,3.42,3.25,3.4,1.96
4084,GREK-101,ELEM CLASSICAL GREEK I,3.35,3.52,3.34,3.35,2.84
4085,GREK-203,INTERMED GREEK: PROSE,3.03,3.58,3.39,3.51,2.7
4086,GREK-015,ELEM MODERN GREEK I,2.17,2.87,3.01,2.68,1.7
4087,GREK-115,Greek for Heritage Speakers:  Part I,2.4,3.83,3.46,3.51,1.79
4088,GREK-503,HISTORICAL GRAMMAR GREEK,3.0,4.0,4.0,3.5,2.67
4089,GREK-540,ADVANCED GREEK SURVEY,3.05,3.6,3.42,3.45,3.06
4090,GREK-530,GREEK PROSE COMPOSITION,3.32,3.27,3.17,3.36,3.18
4091,GREK-212,INTERMEDIATE GREEK,3.8,3.65,3.57,3.69,3.96
4092,ANCH-535,ROME'S MEDITERR ECONOMY,3.24,3.36,3.63,2.94,3.34
4093,GREK-541,ADVANCED POETRY SURVEY,3.54,3.45,3.73,3.67,3.66
4094,GREK-302,ATTIC ORATORS,3.4,4.0,3.8,3.6,3.4
4095,CLST-371,GREEK & ROMAN MEDICINE,2.19,3.63,3.29,3.23,2.42
4096,GRMN-101,ELEMENTARY GERMAN I,2.74,3.6,3.66,3.25,1.68
4097,GRMN-103,INTERMEDIATE GERMAN I,2.67,3.53,3.42,3.2,1.69
4098,GRMN-104,INTERMEDIATE GERMAN II,2.56,3.42,3.33,3.34,2.13
4099,GRMN-180,GERMAN IN RESIDENCE,1.78,3.75,3.6,3.1,0.84
4100,GRMN-215,CONVERSATION AND COMPOSI,2.4,3.46,3.42,3.48,1.77
4101,GRMN-216,INTRO TO LITERATURE,2.52,3.49,3.34,3.32,2.61
4102,GRMN-220,GRMN BUSINESS WORLD II,2.67,3.63,3.53,3.18,1.67
4103,GRMN-221,ADV GRAMMAR & STYLISTICS,3.0,3.46,3.42,3.38,2.5
4104,GRMN-251,Literary Responses to the Holocaust,2.17,3.33,2.67,3.33,2.17
4105,GRMN-255,MANN HESSE KAFKA,2.41,3.41,3.06,3.62,2.69
4106,GRMN-256,LECTURE,2.36,3.23,3.33,3.19,2.46
4107,GRMN-262,WOMEN IN JEWISH LIT,2.01,3.49,2.71,3.03,2.36
4108,GRMN-351,MANN? OH MANN!,3.5,3.5,3.25,3.25,4.0
4109,GRMN-376,FROM BAYREUTH TO TECHNO: Culture and Culture Politics in Germany,2.46,3.37,2.92,2.91,2.72
4110,GRMN-402,BEGINNING YIDDISH II,1.0,3.77,3.73,3.69,0.88
4111,GRMN-408,RDGS IN MOD YIDDISH LIT,1.67,3.83,3.17,3.5,1.5
4112,GRMN-517,Technology and Foreign Language Teaching,2.42,3.67,3.58,2.75,2.67
4113,GRMN-107,ACCELERATED INTERMD GRMN,2.84,3.67,3.53,3.42,2.83
4114,GRMN-222,Zertifikat Deutsch fuer den Beruf,2.0,3.33,3.0,1.0,3.33
4115,GRMN-246,HEROES MINSTRELS KNIGHTS: Epics and Lyrics of the Middle Ages,1.94,3.25,3.06,3.25,2.21
4116,GRMN-354,SEX SPIES & VIDEOTAPE,2.4,3.8,2.8,3.0,2.8
4117,GRMN-380,HEIMAT,2.66,3.58,3.03,3.1,3.0
4118,GRMN-532,GERM LIT 18C - PRESENT,2.69,3.81,3.56,3.71,3.21
4119,GRMN-533,LIT THEORY&GRMN STUDIES,2.6,3.4,2.8,3.0,2.8
4120,GRMN-002,LORDS OF THE RING,2.0,3.65,3.34,3.61,2.03
4121,GRMN-008,SUPERSTITION & ERUDITION: Daily Life in the Middle Ages,2.41,3.41,3.22,2.42,2.71
4122,GRMN-106,ACCELERATED ELEM GERMAN,3.15,3.7,3.76,3.4,2.72
4123,GRMN-219,GERMAN BUSINESS WORLD,2.02,3.64,3.41,3.05,1.76
4124,GRMN-229,INTL BUSINESS PRACTICES: Cross-Cultural Perspectives,1.98,3.67,3.59,2.72,1.98
4125,GRMN-244,METROPOLIS:CULTR OF CITY,2.4,3.04,2.84,2.81,2.7
4126,GRMN-263,JEWISH AMERICAN LIT,2.02,3.41,2.82,3.29,1.95
4127,GRMN-265,Yiddish Literature and Culture in Eastern Europe,1.87,3.75,3.17,3.03,2.34
4128,GRMN-269,INTRO TO GERMAN CULTURE,2.5,3.49,3.09,2.84,2.67
4129,GRMN-361,DISSONANCE & DISCONTENT,2.17,2.67,2.17,2.83,2.17
4130,GRMN-377,GERMANY & THE EURO UNION,2.25,3.73,3.43,3.41,2.44
4131,GRMN-401,BEGINNING YIDDISH I,2.0,3.33,2.89,3.6,1.47
4132,GRMN-516,TEACHING METHODS,2.18,3.86,3.58,3.19,2.81
4133,GRMN-531,GERM LIT TO 18TH CENT,3.02,3.82,3.31,3.2,3.5
4134,PHIL-465,KANT I,3.37,3.07,3.09,3.65,3.29
4135,GRMN-006,"MONSTERS AND MARVELS: ""Tabloid"" Broadsides of Early Modern Europe",1.67,3.87,2.8,3.47,2.2
4136,GRMN-242,FANTASTIC/UNCANNY IN LIT,2.17,3.44,3.57,3.28,2.38
4137,GRMN-257,LECTURE,2.5,3.33,3.04,2.54,2.5
4138,GRMN-261,JEWISH FILMS & LIT,1.82,3.15,2.6,3.17,2.26
4139,GRMN-349,MAERCHEN,2.25,3.48,2.81,3.41,2.32
4140,GRMN-378,FOREIGN IN GERMANY,2.17,3.75,3.55,3.46,2.34
4141,GRMN-403,INTERMEDIATE YIDDISH I,1.72,3.17,3.13,3.5,2.5
4142,COML-501,HISTORY LIT THEORY,3.07,3.52,3.26,3.25,3.12
4143,PSCI-582,WEBER&HIS CONTEMPORARIES,2.96,3.58,3.67,3.5,2.88
4144,GRMN-003,CENSORED!,2.35,3.13,2.9,2.93,2.68
4145,GRMN-009,WRITING SEMINAR IN GRMN: The Vocabulary of Desire in German Literature,2.25,3.34,2.49,2.46,2.83
4146,GRMN-252,EMERGENCE OF INDIVIDUAL,2.59,3.41,3.22,2.78,3.07
4147,GRMN-258,GERMAN CINEMA,2.22,3.21,2.62,2.75,2.49
4148,GRMN-356,CRIME AND DETECTION,2.42,3.89,3.83,3.67,2.48
4149,PSCI-584,WEIMAR GERM:POLIT/IDEAS,3.0,3.28,3.19,3.33,2.89
4150,GRMN-253,FREUD,2.44,3.26,3.28,2.62,2.71
4151,GRMN-325,POLITICS OF THE PAST,3.25,4.0,3.75,3.5,3.5
4152,GRMN-395,SENIOR COLLOQUIUM,2.12,3.73,3.49,2.9,2.78
4153,GRMN-507,ELEM MIDDLE-HIGH GERMAN,2.79,3.92,3.5,3.83,3.13
4154,PHIL-466,KANT II,3.25,3.3,3.04,3.65,3.35
4155,GRMN-359,FALL OF BERLIN WALL,2.69,3.85,3.38,3.54,2.92
4156,GRMN-373,DANCING ON THE VOLCANO,2.67,3.5,3.33,3.83,2.83
4157,RELS-508,HERMENEUTICS: HERMENEUTICS: GADAMER,3.11,3.5,3.22,4.0,2.89
4158,GRMN-010,TRANSLATING CULTURES: Literature on and in Translation,2.4,3.3,2.2,2.3,2.7
4159,GRMN-235,AUTOBIOGRAPHICAL WRITING,2.12,3.73,3.58,3.44,2.8
4160,GRMN-501,ELEMENTARY GERMAN I,2.74,3.6,3.66,3.25,1.68
4161,PHIL-581,18TH CENTURY AESTHETICS,3.29,3.5,3.0,3.57,3.57
4162,RELS-500,THEORIES OF RELIGION,3.2,3.56,3.02,3.22,3.01
4163,GRMN-012,MY ANGEL MADE ME DO IT,1.67,3.33,3.25,2.67,1.67
4164,GRMN-254,THE SELF-PORTRAIT,2.79,3.05,2.58,2.32,3.42
4165,GRMN-318,FOREIGN EXCHANGE,2.81,3.44,3.38,3.13,2.63
4166,PHIL-480,TOPICS IN AESTHETICS,2.75,3.66,3.72,3.64,2.66
4167,GRMN-001,LOOKING FOR LOLA: The Allure of a Cinematic Name,2.23,3.43,2.98,2.94,2.72
4168,GRMN-375,CONTEMPORARY GERMAN LIT,2.25,3.75,3.0,2.25,2.25
4169,ENGL-592,FILM THEORY,2.76,3.64,3.35,3.11,2.89
4170,GRMN-579,WINCKELMANN,2.8,4.0,4.0,3.8,3.0
4171,HIST-330,GERM HIST-1815-PRESENT,2.25,3.53,3.03,2.81,2.45
4172,GRMN-362,COPING WITH THE PAST: German Debates about National Socialism after 1945,2.9,3.8,3.3,3.4,3.6
4173,GRMN-364,Contemporary German Literature,2.29,4.0,3.43,3.43,2.86
4174,GRMN-535,GOETHE'S NOVELS,2.8,3.9,3.8,3.7,2.9
4175,GRMN-238,THE IMAGE OF BERLIN,1.94,3.75,3.23,3.1,2.21
4176,GRMN-247,MARX: Free Radicals: Marx Marxism and the Culture of Revolution,2.53,3.42,3.39,3.46,2.63
4177,GRMN-264,TRANSLATING CULTURES,2.3,3.4,2.81,2.69,2.81
4178,GRMN-387,CONTEMP GRMN WRITERS,2.0,4.0,3.8,3.4,2.4
4179,PHIL-468,HEGEL: HEGEL & ANALYTIC PHIL,3.36,3.56,3.59,3.64,2.48
4180,GRMN-248,Nietzsche's Modernity and the Death of God,2.45,3.36,3.46,3.71,2.65
4181,GRMN-372,WAR IN WORDS,2.95,4.0,3.38,3.85,2.33
4182,GRMN-560,Spinoza and the German Enlightenment,3.33,3.25,3.58,3.17,2.5
4183,GRMN-011,BAD TASTE,2.51,3.38,2.92,2.57,2.93
4184,GRMN-310,Theatre and Dance in the Weimar Republic,3.0,4.0,4.0,4.0,3.0
4185,GRMN-540,Memory Trauma Culture,2.72,3.02,3.51,3.03,2.85
4186,GRMN-237,Berlin: History Politics Culture,2.4,3.44,3.55,2.53,2.67
4187,GRMN-580,TOPICS IN AESTHETICS: Aura and Reflection,2.75,3.66,3.72,3.64,2.66
4188,GRMN-581,Becoming Modern: The German-Jewish Experience,1.56,3.9,3.87,3.62,1.54
4189,LING-240,STRUCTURE OF GERMAN,2.67,2.33,3.0,3.67,2.0
4190,PHIL-566,KANT'S MORAL PHILOSOPHY,3.33,3.5,3.17,3.67,3.67
4191,GRMN-233,CENSORED!,2.45,3.27,3.45,2.9,2.64
4192,GRMN-275,THE GRAPHIC NOVEL: The Graphic Novel. Where Language and Image Meet,2.0,3.88,3.88,3.88,1.75
4193,ENGL-259,MODERNISM TO NAZISM: Modernism to Nazism.  German Expressionism from 1900-1945,2.64,3.57,3.24,3.38,2.68
4194,PHIL-551,TOPICS EARLY MODERN PHIL,3.09,3.7,3.57,3.62,3.07
4195,RUSS-541,Russian Awakenings: Western Mysticism & Nineteenth-century Russian Culture,2.5,4.0,3.5,3.0,3.5
4196,GRMN-381,TOPICS IN GERMAN CULTURE: CONSUMING CULTURE,1.83,3.38,3.33,2.67,1.83
4197,GRMN-537,EARLY MOD CULTURAL TRANS: Early Modern Cultural Translations,3.67,3.83,3.33,2.67,3.67
4198,GRMN-568,HEGEL'S AESTHETICS,3.0,4.0,4.0,4.0,2.5
4199,DTCH-231,WORLD WAR I & AFTER: The First World War & After,1.75,3.5,2.5,3.5,1.75
4200,DTCH-251,The Holocaust in (Post)Modern Fiction,2.17,3.33,2.67,3.33,2.17
4201,ENGL-573,TPS IN CRITICISM & THEOR: Literture and History,2.87,3.66,3.38,3.33,3.1
4202,GRMN-273,THE DOLL,2.67,3.33,4.0,3.67,3.0
4203,GRMN-587,Richard Wagner - Art Myth Politics,3.0,4.0,3.5,4.0,3.5
4204,PHIL-526,PHILOSOPHY OF PSYCHOLOGY,2.89,3.57,3.28,3.7,2.97
4205,ENGL-094,INTRO LITERARY THEORY,2.68,3.28,3.08,3.17,2.54
4206,HIST-230,TOPICS IN EUROPEAN HIST: Jews Witches & Others in Eastern Europe,2.38,3.33,3.44,3.0,2.58
4207,PHIL-280,PHILOSOPHY OF MUSIC,2.96,3.49,3.37,3.14,2.93
4208,RELS-537,MED CHRISTIAN MYSTICISM: CHRISTIAN APOCALYPTIC,3.04,3.72,3.16,3.33,2.84
4209,PHIL-467,ORIGINS GERMAN IDEALISM,2.58,3.36,3.16,3.77,2.42
4210,GSOC-420,WTCHRFT & GNDR EARLY MOD,3.33,4.0,4.0,3.67,3.33
4211,BIOL-008,HUMAN REPROD & SEX DIFS,2.1,3.24,2.65,2.64,2.11
4212,RUSS-125,ADULTERY NOVEL,2.46,3.38,2.98,2.95,2.99
4213,GSOC-002,GENDER & SOCIETY,2.08,3.44,3.07,2.93,2.42
4214,GSOC-009,WRITING SEMINAR IN WSTD: GENDER IN CONTEM AMERICA,1.98,3.82,3.89,3.19,2.21
4215,GSOC-149,WMN GENDR SEX & LAW: Women Gender Sexuality and the Law,1.41,3.42,3.53,2.79,1.46
4216,GSOC-400,SENIOR THESIS,2.77,3.81,2.94,2.9,3.38
4217,AFRC-220,OUT/SIDE BLACKNESS,2.0,3.0,3.33,3.33,2.33
4218,ANTH-516,PUBLIC INTEREST WORKSHOP,2.94,2.68,2.74,2.5,3.46
4219,ENGL-016,TOPICS IN LITERATURE: The Ancients and Shakespeare on Justice and Happiness,2.23,3.3,3.01,2.65,2.32
4220,ENGL-055,19TH CENTURY BRIT NOVEL: 19th Century British Novel:  The Gothic,2.52,3.06,2.62,3.28,2.98
4221,ENGL-090,WOMEN & LIT,2.43,3.45,3.23,3.19,2.76
4222,ENGL-096,THEORIES GENDR/SEXUALITY,2.45,3.41,3.14,3.16,2.48
4223,ENGL-105,TOPICS IN LIT. & SOCIETY: COPYRIGHT AND CULTURE,2.46,3.26,3.31,3.38,2.88
4224,ENGL-222,TOPICS - ROMANCE: CHIVALRY AND ROMANCE,2.68,3.67,3.47,3.23,2.73
4225,ENGL-264,TPCS MDRN AMERICAN LIT: Southern Women Writers:  Gendered Bodies Racial Subjects,2.3,3.48,3.23,3.28,2.44
4226,ENGL-290,FEMINIST FAIRY TALES,2.37,3.33,3.4,3.43,2.64
4227,ENGL-553,PREMODERN WOMEN,2.5,3.71,3.2,3.25,2.55
4228,GRMN-253,FREUD,2.44,3.26,3.28,2.62,2.71
4229,HIST-170,THE AMERICAN SOUTH,2.54,3.05,3.33,2.95,2.75
4230,HIST-307,GENDER IN LATIN AMERICA,2.85,3.59,3.57,3.26,3.32
4231,HIST-349,HIST OF SEXUALITY IN US,2.36,3.47,3.11,2.8,2.59
4232,HIST-491,TOPICS IN DANCE HISTORY: 19TH C ROMANTIC BALLET,2.36,3.0,2.93,2.71,2.5
4233,HSOC-008,POLITICS OF SEX & SCIENC,2.13,3.52,2.29,2.34,2.45
4234,HSSC-528,GENDER AND SCIENCE,3.28,3.59,3.69,3.4,3.64
4235,NELC-118,IRAN CINEMA:GEND/POL/REL,1.44,3.4,3.08,2.06,1.8
4236,NURS-318,RACE GENDER CLASS AND THE HISTORY OF AMERICAN HEALTH CARE,2.44,3.26,3.18,3.05,2.66
4237,PSCI-280,FEMINIST POL. THOUGHT,2.6,3.29,3.07,3.11,2.55
4238,SAST-213,INDIAN CINEMA & SOCIETY,2.24,2.77,2.56,2.46,2.74
4239,SAST-286,WOMEN & HEALTH IN S.ASIA,2.71,3.71,3.04,3.46,2.33
4240,SOCI-004,THE FAMILY,2.15,2.92,2.58,2.54,2.32
4241,SOCI-122,SOCIOLOGY OF GENDER,1.95,3.09,2.48,2.74,2.32
4242,SPAN-386,STUDIES IN SPAN CULTURE: INTRO TO SPAN SCREENWRTG,2.32,3.53,3.2,2.94,2.48
4243,SPAN-396,STUDIES IN SPAN AM CULT.: MONSTRUOS Y MAQUINAS,2.37,3.41,3.0,3.01,2.57
4244,GSOC-242,SCI OF SEX & SEXUALITY,2.82,3.62,3.65,3.15,3.07
4245,GSOC-320,CONTEMP FEMINIST THOUGHT,2.58,3.19,2.87,3.03,2.84
4246,ANTH-447,HUMAN REPRODUCTIVE ECOLO,2.49,3.75,3.48,3.14,2.84
4247,COMM-430,COMMCLTRE&SEXL MINORIT,2.5,3.47,3.36,2.93,2.71
4248,EALC-016,WOMEN &  BUDDHISM: Women in Japanese Buddhism,3.0,3.71,3.33,3.08,3.04
4249,ENGL-556,Victorian Fears and Our Own,2.69,3.52,3.32,3.43,3.2
4250,FOLK-270,FOLKLORE AND SEXUALITY,1.57,3.76,3.56,2.79,1.98
4251,GRMN-262,WOMEN IN JEWISH LIT,2.01,3.49,2.71,3.03,2.36
4252,HIST-206,MAJ SEM WORLD AFT 1800: CHINESE WOMEN'S HIST,2.54,3.47,3.22,3.08,2.75
4253,HIST-347,GENDER HIST & AMER FILM,2.78,3.33,3.22,2.33,3.0
4254,ITAL-310,THE MEDIEVAL READER,2.58,2.91,2.94,3.03,2.67
4255,NURS-518,NURSING HEALTH & ILLNESS IN THE U.S. 1860-1940,2.08,3.61,3.32,3.03,2.27
4256,NURS-555,WOMEN AND INCARCERATION,2.25,3.16,3.3,2.96,2.51
4257,NURS-588,THE POLITICS OF WOMEN'S HEALTH CARE,1.93,3.17,3.4,3.03,2.27
4258,PHIL-028,FEMINIST PHILOSOPHY,2.76,3.29,3.0,3.3,2.42
4259,RELS-530,FEMIN CRITIQUE CHRISTNY,2.4,3.0,3.5,3.5,2.8
4260,SAST-295,WOMEN SOCIAL MVMTS IN SA: Women and Social Movements in Afghanistan and Pakistan,2.25,2.95,2.83,3.08,2.42
4261,THAR-275,ADV TPCS IN THEATRE,2.22,3.4,3.32,3.27,2.42
4262,THAR-279,WOMEN IN THEATRE: DANGEROUS WOMEN,2.15,2.68,2.91,3.08,2.42
4263,COML-502,TOPICS WOMEN IN LIT: THE DIARY,3.21,3.43,3.85,3.14,2.96
4264,EALC-257,CONTEMPOR FICT/FILM-JPAN: Contemporary Fiction & Film in Japan,2.4,3.47,3.4,3.39,2.74
4265,ENGL-051,19TH-CENT BRITISH LIT,2.26,3.52,3.28,3.42,2.59
4266,ENGL-241,TPCS IN 18TH CENTURY LIT,2.64,3.67,3.43,3.44,2.76
4267,ENGL-245,TOPICS 18TH-CENT NOVEL: Seduction in Literature 1660-1740,2.58,3.08,3.32,3.06,2.9
4268,ENGL-251,TOPICS 19TH-C LITERATURE: ENDLESS POETRY,2.58,3.3,3.01,3.31,2.79
4269,ENGL-260,ADV. TOPICS IN NARRATIVE: Narratives of the Self:  Colonial & Postcolonial Autiobiography,2.67,3.61,3.37,3.46,2.88
4270,HIST-214,GEN HRS AMERICA AFT 1800: RELIGION IN AMER HIST,2.34,3.5,3.21,2.98,2.65
4271,HIST-346,WOMEN IN AMERICAN HIST,2.26,3.14,3.4,3.11,2.55
4272,ITAL-534,WOMAN IN POETRY,2.12,2.65,1.65,2.29,2.49
4273,NURS-338,SWEET OLD LADIES &: SANDWICHED DAUGHTERS: SOCIAL IMAGES & ISSUES IN OUR AGING SOCIETY,2.85,3.77,3.5,2.89,2.77
4274,NURS-339,AGING BEAUTY & SEXUALITY: PSYCHOLOGICAL GERONTOLOGY IN THE 21ST CENTURY,2.86,3.57,3.52,2.95,2.61
4275,PSCI-581,FEMINIST POL. THOUGHT,2.75,3.64,3.4,3.2,3.02
4276,SOCI-007,POPULATION & SOCIETY,1.99,3.2,2.58,2.61,2.13
4277,SOCI-546,FEMINIST THEORY,3.17,3.5,3.03,2.95,3.53
4278,GSOC-422,HISTORY OF SEXUALITY,3.3,3.89,3.47,3.3,3.38
4279,ANTH-290,MULTCULT:PLTCSTHRYPRTC: Multiculturalism: Theory and Practice,2.27,2.45,1.86,2.27,2.98
4280,ENGL-101,SHAKESPEARE,2.35,3.38,3.28,3.56,2.51
4281,HIST-203,SLAVERY REBEL.&REVOLUT.,2.59,3.58,3.12,2.93,2.78
4282,HIST-204,HIST OF LAW & SOCIAL POL,2.56,3.45,3.19,3.08,2.85
4283,HIST-345,WOMEN IN AMERICAN HIST,2.37,3.13,3.05,3.08,2.57
4284,HSOC-381,NONSTRANGER VIOLENCE,2.38,3.76,3.29,3.0,2.63
4285,NURS-324,CHILDREN'S HEALTH IN THE UNITED STATES 1800-2000,2.15,3.76,3.65,3.54,2.32
4286,PHIL-249,PHILOSOPHY OF EDUCATION,2.35,3.54,3.44,2.89,2.33
4287,RELS-005,WOMEN AND RELIGION,2.26,3.07,2.91,2.81,2.55
4288,SOCI-112,DISCRIM: SEX RACE/CONFL: Discrimination: Sexual & Racial,2.21,2.92,2.61,2.46,2.32
4289,DEMG-541,GENDER LBR FRCE & MKTS,2.57,3.56,3.58,3.24,2.71
4290,ENGL-015,TOPICS IN LITERATURE: PreModern Women: From Runaway Bride to Mad Madge,2.05,3.51,3.4,3.04,2.3
4291,ENGL-221,TOPICS MEDIEVAL LIT: Women and Writing in Medieval and Renaissance England,2.56,3.49,3.0,3.07,2.67
4292,ENGL-255,TPCS IN 19TH C NOVEL,2.54,3.22,3.08,3.26,2.8
4293,ENGL-265,TOPICS 20TH-CENT NOVEL,2.35,3.38,3.28,3.56,2.51
4294,ITAL-537,BOCCACCIO'S WOMEN: Boccaccio's Women: Female Identities in the Middle Ages,2.71,3.5,2.92,3.17,2.92
4295,GSOC-240,SPORT IN AMERICA,2.5,3.83,3.67,2.92,2.67
4296,EALC-017,POSSESSING WOMEN,2.33,3.67,3.5,3.83,2.33
4297,ENGL-390,WOMEN AND MEMORY,2.54,3.68,3.62,3.54,2.65
4298,ENGL-538,Reading the Early Modern Playbook,2.8,3.95,3.38,3.14,3.22
4299,ENGL-592,FILM THEORY,2.76,3.64,3.35,3.11,2.89
4300,GSOC-101,STUDY OF AN AUTHOR: REVISING VIRGINIA WOOLF,2.8,3.6,3.75,3.75,2.8
4301,AFRC-387,TPCS IN AFRICANA STUDIES: The Black Body and the Lens,2.72,3.31,3.53,3.07,2.92
4302,AFST-221,AFRICAN WOMEN'S LIVES PAST AND PRESENT,2.0,2.91,2.9,2.75,2.38
4303,EALC-259,GENDER & SEXUALITY JAPAN,2.71,3.39,3.49,3.31,2.73
4304,GRMN-238,THE IMAGE OF BERLIN,1.94,3.75,3.23,3.1,2.21
4305,SOCI-542,WORK AND GENDER,2.42,3.63,2.97,3.18,2.72
4306,STSC-182,SOC SCI & AMERICAN CULT,1.58,3.25,2.85,2.83,1.56
4307,HIST-118,WITCHCRAFT & POSSESSION,1.98,2.76,2.35,2.27,2.03
4308,HIST-233,WLRD HIST: E ASIA/LTAM: GENES AND HUMAN HISTORY,2.49,3.39,3.2,3.14,2.89
4309,PSCI-582,WEBER&HIS CONTEMPORARIES,2.96,3.58,3.67,3.5,2.88
4310,COML-127,ADULTERY NOVEL,2.46,3.38,2.98,2.95,2.99
4311,AFRC-287,STUDIO CONTEMP BLK WOMEN:  Studio in Contemporary Black Women Artists,2.0,3.82,3.91,3.18,2.45
4312,ENGL-045,18TH CENTURY NOVEL: Locating the Eighteenth Century English Novel,2.68,3.42,2.89,3.02,3.01
4313,ENGL-341,TPCS IN 18TH-CENTURY LIT: The Perfectibility of Man in Late 18th and Early 19th Century Writing,3.24,3.29,3.43,3.45,3.15
4314,ENGL-566,TOPICS LITERATURE & LAW,2.7,3.7,3.51,3.42,2.77
4315,GSWS-002,GENDER & SOCIETY,1.99,3.41,3.47,3.37,2.37
4316,GSWS-149,LAW SOC POL SEX REPRO: Women Gender Sexuality and the Law,1.64,2.72,3.49,2.31,1.59
4317,GSWS-400,SENIOR THESIS,2.65,3.25,2.51,1.5,3.03
4318,ANTH-104,SEX & HUMAN NATURE,2.38,2.9,2.76,2.3,2.15
4319,ANTH-150,BLACK QUEER STUDIES: BLACK QUEER STUDIES: A Diasporic Approach,3.14,3.57,3.57,3.43,3.14
4320,ANTH-334,FEMINIST ETHNOGRAPHY,3.03,3.31,3.57,3.33,3.05
4321,ANTH-516,PUBLIC INTEREST WORKSHOP,2.94,2.68,2.74,2.5,3.46
4322,ARTH-552,HIGH RENAISSANCE: Benvenuto Cellini & Artistic Self-Fashioning From the Ren to the Modern Era,3.12,3.74,3.57,3.41,3.01
4323,EALC-206,GENDER/SEXUALITY E.ASIA,2.42,3.41,3.17,2.86,2.58
4324,EALC-257,CONTEMPOR FICT/FILM-JPAN: Contemporary Fiction & Film in Japan,2.4,3.47,3.4,3.39,2.74
4325,ENGL-105,TOPICS IN LIT. & SOCIETY: COPYRIGHT AND CULTURE,2.46,3.26,3.31,3.38,2.88
4326,ENGL-390,WOMEN AND MEMORY,2.54,3.68,3.62,3.54,2.65
4327,FOLK-270,FOLKLORE AND SEXUALITY,1.57,3.76,3.56,2.79,1.98
4328,HIST-118,WITCHCRAFT & POSSESSION,1.98,2.76,2.35,2.27,2.03
4329,HIST-233,WLRD HIST: E ASIA/LTAM: GENES AND HUMAN HISTORY,2.49,3.39,3.2,3.14,2.89
4330,NURS-318,RACE GENDER CLASS AND THE HISTORY OF AMERICAN HEALTH CARE,2.44,3.26,3.18,3.05,2.66
4331,NURS-324,CHILDREN'S HEALTH IN THE UNITED STATES 1800-2000,2.15,3.76,3.65,3.54,2.32
